Item_ID,Master_Restaurant_Id,Date_ID,Time of Order,Order Delivered Date,Time of Delivery,Expected Delivery Time,Delivery Time (in mins),Restaurant_ID,Desc_ID,Location_ID,Avg Rating_ID,Type_ID,Category_ID,Cuisine_ID,Working Hrs,Delivery Available,Table Booking Available,Price,Discounts Offered (%),Discounted Price,Expected Revenue,Customer ID,Cust Rating_ID,Order_Status_ID,Cancellation_ID,Actual Revenue,Operating Cost,GP Margin,Total Number of Reviews,Number of Complaints Received,Foot Traffic in Location,Competitors in the Area (Count),Subscription_ID,Budgetd_Rev,Budgetd_Operating Cost,Budgeted Order,Budgeted GP,Acquisition cost,Value,year,month
3,91,1584,21:36:15,2024-05-02,22:08:15,29,32,91,999,1,2,1,999,999,11:00AM - 11:00PM,YES,YES,426.4,9.07,387.73,387.73,1219,2,999,3,0.0,270.53,117.2,229,37,low,21,3,256.74,291.82,311.0,53.09,31.9,130.21,2024,5
18,10,1218,23:15:24,2024-05-02,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,36.0,13.0,118,99,Medium,9,2,55.4154,41.007396,0.0,14.408004,14.9122807,1.39,2024,5
18,10,1218,23:15:24,2024-05-02,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,38.0,10.0,118,99,Medium,9,2,54.9293,44.162185,0.0,10.767115,17.39130435,1.39,2024,5
7,17,1584,12:17:00,2024-05-02,8:20:00,50,26,77,924,10,5,2,8,8,11:00AM - 11:00PM,YES,No,244.72,14.34,209.63,209.63,3544,5,999,5,209.63,133.17,76.46,122,13,medium,14,1,236.64,145.72,227.0,84.45,21.81,286.09,2024,5
18,10,1218,23:15:24,2024-05-02,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,39.0,10.0,118,99,Medium,9,2,53.9571,43.16568,0.0,10.79142,16.21621622,1.39,2024,5
18,10,1218,23:15:24,2024-05-02,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,14.0,118,99,Medium,9,2,55.4154,39.344934,0.0,16.070466,14.03508772,1.39,2024,5
6,67,1584,21:20:00,2024-05-02,22:02:00,34,42,78,918,1,7,1,4,6,11:00AM - 11:00PM,YES,YES,766.23,14.88,652.21,652.21,3216,5,999,5,652.21,407.63,244.58,167,3,high,8,1,696.33,422.37,272.0,273.96,22.94,284.15,2024,5
18,10,1218,23:15:24,2024-05-02,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,37.0,11.0,118,99,Medium,9,2,54.4432,42.295561,0.0,12.147639,17.69911504,1.39,2024,5
7,14,1584,5:08:00,2024-05-02,5:14:00,45,54,42,991,8,7,2,4,2,11:00AM - 11:00PM,YES,No,201.21,30.61,139.62,139.62,3551,7,999,5,139.62,100.25,39.37,488,18,low,18,2,146.54,102.7,303.0,45.43,13.72,178.99,2024,5
18,10,1218,23:15:24,2024-05-02,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,38.0,10.0,118,99,Medium,9,2,54.9293,42.24209,0.0,12.68721,18.18181818,1.39,2024,5
18,10,1218,23:15:24,2024-05-02,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,13.0,118,99,Medium,9,2,53.471,39.388683,0.0,14.082317,17.11711712,1.39,2024,5
18,10,1218,23:15:24,2024-05-02,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,35.0,14.0,118,99,Medium,9,2,55.4154,40.24908,0.0,15.16632,17.39130435,1.39,2024,5
7,16,1584,3:52:00,2024-05-02,9:50:00,45,51,93,900,12,6,2,6,14,12:00PM - 2:00AM,No,YES,563.5,9.26,511.32,511.32,3557,6,999,5,511.32,398.14,113.18,442,10,high,11,1,579.89,380.85,294.0,141.11,27.14,624.5,2024,5
5,43,1584,5:46:34,2024-05-02,0:37:00,50,37,79,914,7,5,1,150,125,10:00AM - 10:00PM,YES,NO,1146.0,24.35,866.95,866.95,3086,5,811,5,866.95,600.65,266.3,260,9,high,16,1,797.54,520.61,0.0,276.93,23.13,243.17,2024,5
18,10,1218,23:15:24,2024-05-02,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,36.0,13.0,118,99,Medium,9,2,53.471,41.007396,0.0,12.463604,14.9122807,1.39,2024,5
3,89,1584,3:27:53,2024-05-02,3:50:53,33,23,89,999,6,2,1,999,999,11:00AM - 11:00PM,NO,NO,835.44,29.88,585.81,585.81,1768,2,998,1,0.0,339.3,246.51,244,31,medium,5,3,267.89,489.18,626.0,94.26,18.94,153.67,2024,5
18,10,1218,23:15:24,2024-05-02,23:54:24,56,39,5,5,5,3,2,1,11,7:30AM - 10:00PM,Yes,No,50.0,2.78,49.0,49.0,5,4,2,5,49.0,39.0,10.0,118,99,Medium,9,2,53.9571,44.7212,0.0,9.2359,15.65217391,1.39,2024,5
5,44,1584,9:22:19,2024-05-02,0:43:00,59,43,77,989,4,7,1,149,189,10:00AM - 10:00PM,YES,YES,1455.0,34.72,949.82,949.82,3365,7,733,5,949.82,718.11,231.71,232,7,high,6,1,899.2,619.71,0.0,279.49,24.86,206.85,2024,5
5,45,1584,14:18:04,2024-05-02,0:46:00,57,46,35,914,1,5,1,116,116,10:00AM - 10:00PM,YES,YES,1448.0,21.94,1130.31,1130.31,3271,5,778,5,1130.31,814.25,316.06,166,8,medium,18,3,1130.45,806.2,0.0,324.25,17.29,298.77,2024,5
3,90,1585,13:10:54,2024-05-03,13:41:54,29,31,90,999,11,2,1,999,999,11:00AM - 11:00PM,YES,YES,242.47,34.84,157.99,157.99,38,5,998,2,0.0,132.67,25.32,100,48,low,8,2,534.88,231.19,533.0,232.75,6.74,153.55,2024,5
5,42,1585,21:11:13,2024-05-03,0:36:00,40,36,59,902,8,2,1,164,153,10:00AM - 10:00PM,YES,NO,1243.0,35.49,801.86,801.86,3665,2,544,1,0.0,602.92,198.94,81,4,low,8,1,795.31,556.83,0.0,238.48,26.54,172.4,2024,5
7,14,1585,1:31:00,2024-05-03,19:40:00,50,20,70,907,8,5,2,1,19,11:00AM - 11:00PM,YES,YES,691.21,30.2,482.46,482.46,3420,5,999,5,482.46,354.5,127.96,488,17,medium,18,1,548.88,384.47,216.0,155.52,28.77,610.42,2024,5
5,43,1585,20:09:21,2024-05-03,0:21:00,37,21,79,946,7,2,1,189,168,10:00AM - 10:00PM,NO,NO,307.0,7.63,283.58,283.58,3615,2,242,3,0.0,220.17,63.41,160,3,high,19,1,307.28,213.96,0.0,93.32,13.57,49.84,2024,5
3,89,1585,16:26:41,2024-05-03,17:26:41,27,60,89,999,6,7,1,999,999,11:00AM - 11:00PM,YES,NO,619.79,23.16,476.25,476.25,280,3,998,5,476.25,379.03,97.22,115,45,high,11,3,340.01,310.17,625.0,88.34,33.31,247.75,2024,5
5,42,1585,3:52:36,2024-05-03,0:21:00,54,21,33,980,8,7,1,133,187,10:00AM - 10:00PM,YES,YES,861.0,29.85,603.99,603.99,3948,7,350,5,603.99,462.48,141.51,244,10,low,13,2,567.56,396.84,0.0,170.72,24.64,116.87,2024,5
5,45,1585,5:55:19,2024-05-03,0:40:00,58,40,66,927,1,6,1,104,175,10:00AM - 10:00PM,NO,NO,647.0,11.38,573.37,573.37,3337,6,965,5,573.37,371.73,201.64,148,7,medium,20,1,553.98,363.76,0.0,190.22,24.68,176.96,2024,5
5,42,1585,19:55:36,2024-05-03,0:41:00,44,41,81,947,8,5,1,173,179,10:00AM - 10:00PM,NO,YES,864.0,13.7,745.63,745.63,3259,5,892,5,745.63,488.2,257.43,277,6,high,6,1,816.21,583.89,0.0,232.32,26.76,230.67,2024,5
5,45,1585,14:54:51,2024-05-03,0:17:00,53,17,23,929,1,1,1,118,173,10:00AM - 10:00PM,YES,YES,749.0,26.27,552.24,552.24,3166,1,242,1,0.0,375.27,176.97,100,7,medium,11,2,519.65,369.14,0.0,150.51,22.05,154.92,2024,5
5,43,1585,2:26:55,2024-05-03,0:27:00,40,27,18,916,7,5,1,168,183,10:00AM - 10:00PM,NO,NO,934.0,7.06,868.06,868.06,3375,5,512,5,868.06,562.09,305.97,69,5,high,5,1,808.68,552.3,0.0,256.38,28.24,277.73,2024,5
5,45,1585,3:02:08,2024-05-03,0:39:00,44,39,82,968,1,4,1,109,161,10:00AM - 10:00PM,YES,NO,1207.0,39.06,735.55,735.55,3965,4,132,5,735.55,532.95,202.6,184,9,medium,11,2,706.79,510.54,0.0,196.25,15.1,187.5,2024,5
5,43,1585,16:24:07,2024-05-03,0:30:00,42,30,48,999,7,1,1,165,173,10:00AM - 10:00PM,YES,NO,787.0,24.66,592.93,592.93,3020,1,620,1,0.0,460.43,132.5,170,8,low,16,2,605.28,416.69,0.0,188.59,24.05,108.45,2024,5
3,89,1585,3:59:27,2024-05-03,4:59:27,27,60,89,999,6,4,1,999,999,11:00AM - 11:00PM,YES,NO,861.1,17.26,712.47,712.47,760,1,999,5,712.47,377.9,334.57,235,5,high,10,3,294.61,220.53,471.0,105.22,30.22,192.31,2024,5
6,65,1585,11:28:00,2024-05-03,12:23:00,59,55,77,963,1,1,1,4,1,11:00AM - 11:00PM,YES,YES,387.95,16.26,324.87,324.87,673,1,999,4,0.0,239.09,85.78,4,13,low,19,2,318.89,252.53,119.0,66.36,15.49,155.92,2024,5
5,44,1585,12:24:17,2024-05-03,0:31:00,49,31,72,981,4,2,1,142,187,10:00AM - 10:00PM,YES,YES,456.0,5.72,429.92,429.92,3125,2,739,2,0.0,340.06,89.86,64,7,high,5,2,456.42,323.69,0.0,132.73,26.66,63.2,2024,5
6,65,1585,22:02:00,2024-05-03,22:37:00,35,35,50,993,1,3,1,8,7,11:00AM - 11:00PM,YES,YES,708.06,15.02,601.71,601.71,755,5,999,5,601.71,445.01,156.7,100,19,medium,16,1,631.07,480.63,145.0,150.44,16.03,180.84,2024,5
5,44,1585,20:10:16,2024-05-03,0:27:00,48,27,35,991,4,1,1,185,178,10:00AM - 10:00PM,NO,YES,1065.0,33.59,707.27,707.27,3828,1,945,4,0.0,532.14,175.13,279,0,medium,20,3,636.95,470.72,0.0,166.23,15.69,159.44,2024,5
7,14,1585,4:07:00,2024-05-03,12:08:00,40,54,62,998,8,2,2,5,20,11:00AM - 11:00PM,YES,No,635.33,12.6,555.28,555.28,3462,2,999,2,0.0,397.5,157.78,139,10,high,8,1,643.86,436.32,210.0,159.8,13.89,713.06,2024,5
5,43,1585,21:42:12,2024-05-03,0:46:00,50,46,84,960,7,6,1,149,152,10:00AM - 10:00PM,NO,YES,415.0,24.9,311.67,311.67,3762,6,156,5,311.67,207.03,104.64,214,5,medium,18,2,301.61,215.02,0.0,86.59,26.74,77.9,2024,5
6,67,1585,5:38:00,2024-05-03,6:20:00,34,42,29,946,1,3,1,5,6,11:00AM - 11:00PM,YES,YES,725.96,11.39,643.27,643.27,3278,3,999,5,643.27,406.12,237.15,92,0,medium,20,2,688.1,397.77,184.0,290.33,13.23,250.69,2024,5
6,68,1585,8:59:00,2024-05-03,9:54:00,45,55,26,938,5,6,1,7,4,11:00AM - 11:00PM,YES,YES,1015.97,17.57,837.46,837.46,3286,4,999,5,837.46,534.73,302.73,16,16,medium,5,2,913.42,511.26,149.0,402.16,24.89,374.49,2024,5
3,90,1585,3:49:01,2024-05-03,4:43:01,49,54,90,999,11,3,1,999,999,11:00AM - 11:00PM,NO,NO,657.68,7.17,610.52,610.52,990,3,998,5,610.52,419.67,190.85,125,7,low,9,3,586.13,150.55,551.0,246.03,5.33,125.69,2024,5
6,64,1585,23:17:00,2024-05-03,23:49:00,30,32,45,971,16,2,1,2,9,11:00AM - 11:00PM,YES,YES,595.85,14.67,508.44,508.44,3275,3,999,1,0.0,338.2,170.24,207,17,low,12,1,496.97,345.12,240.0,151.85,16.54,248.1,2024,5
3,91,1585,15:31:58,2024-05-03,16:25:58,31,54,91,999,1,4,1,999,999,11:00AM - 11:00PM,NO,YES,503.1,3.85,483.73,483.73,530,5,999,5,483.73,349.37,134.36,87,20,low,4,3,472.58,359.68,304.0,85.85,18.99,129.07,2024,5
3,91,1585,2:08:18,2024-05-03,2:56:18,22,48,91,999,1,7,1,999,999,11:00AM - 11:00PM,YES,NO,827.36,33.08,553.67,553.67,1599,2,998,5,553.67,406.32,147.35,47,45,low,3,1,553.44,317.94,616.0,177.55,42.36,264.3,2024,5
5,42,1585,9:42:58,2024-05-03,0:35:00,52,35,40,921,8,5,1,129,192,10:00AM - 10:00PM,YES,YES,599.0,39.16,364.43,364.43,3578,5,203,5,364.43,280.8,83.63,148,9,medium,11,2,381.37,253.06,0.0,128.31,29.73,53.9,2024,5
6,67,1585,14:51:00,2024-05-03,15:39:00,44,48,91,975,1,4,1,7,2,11:00AM - 11:00PM,YES,YES,705.26,21.17,555.96,555.96,623,3,999,5,555.96,366.53,189.43,204,19,medium,16,1,560.45,368.08,257.0,192.37,21.11,242.17,2024,5
7,12,1585,8:56:00,2024-05-03,15:49:00,40,37,54,967,8,3,2,7,6,10:00AM - 10:00PM,No,No,981.91,18.27,802.52,802.52,3230,3,999,5,802.52,634.36,168.16,460,7,medium,25,2,889.04,644.97,314.0,183.05,11.12,970.68,2024,5
5,43,1585,14:17:56,2024-05-03,0:40:00,58,40,17,948,7,2,1,157,195,10:00AM - 10:00PM,NO,YES,246.0,11.32,218.15,218.15,3342,2,644,1,0.0,140.16,77.99,165,0,medium,16,1,231.0,172.2,0.0,58.8,23.05,54.94,2024,5
3,89,1585,0:54:01,2024-05-03,1:22:01,57,28,89,999,6,1,1,999,999,11:00AM - 11:00PM,NO,YES,915.31,13.31,793.48,793.48,1233,4,999,3,0.0,635.1,158.38,215,37,high,22,1,803.3,579.24,667.0,222.58,7.71,193.49,2024,5
7,16,1585,20:34:00,2024-05-03,19:53:00,45,42,75,915,12,5,2,5,8,12:00PM - 2:00AM,No,No,577.48,19.12,467.07,467.07,3500,5,999,5,467.07,293.05,174.02,185,3,high,22,1,518.63,301.92,346.0,177.81,12.31,641.09,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,689.0,172.0,5,19,Low,49,3,955.845198,785.3430816,0.0,170.5021164,15.78947368,337.8782,2024,5
5,42,1586,21:29:32,2024-05-04,0:58:00,44,58,22,912,8,7,1,190,189,10:00AM - 10:00PM,NO,YES,820.0,10.84,731.11,731.11,3742,7,57,5,731.11,470.84,260.27,217,5,high,20,1,722.5,531.67,0.0,190.83,18.79,241.48,2024,5
3,89,1586,18:17:04,2024-05-04,19:01:04,50,44,89,999,6,1,1,999,999,11:00AM - 11:00PM,YES,NO,571.09,30.04,399.53,399.53,1451,5,998,3,0.0,284.77,114.76,216,9,high,14,3,553.59,246.7,588.0,186.97,8.07,188.47,2024,5
6,67,1586,1:18:00,2024-05-04,2:13:00,55,55,86,940,1,3,1,3,8,11:00AM - 11:00PM,YES,YES,675.81,20.35,538.28,538.28,3039,2,999,5,538.28,351.64,186.64,95,8,low,25,1,538.38,372.21,103.0,166.17,26.71,260.5,2024,5
3,90,1586,4:57:20,2024-05-04,5:49:20,26,52,90,999,11,2,1,999,999,11:00AM - 11:00PM,NO,YES,281.5,16.31,235.59,235.59,73,4,999,1,0.0,151.31,84.28,148,16,low,5,1,734.56,286.9,660.0,189.38,6.61,250.47,2024,5
6,72,1586,8:53:00,2024-05-04,9:16:00,33,23,71,959,14,4,1,6,6,11:00AM - 11:00PM,YES,YES,1108.14,26.7,812.27,812.27,948,2,999,5,812.27,633.67,178.6,213,0,medium,12,1,819.5,630.34,132.0,189.16,21.82,225.94,2024,5
3,91,1586,20:20:49,2024-05-04,20:48:49,50,28,91,999,1,2,1,999,999,11:00AM - 11:00PM,YES,YES,392.55,31.81,267.68,267.68,41,4,998,2,0.0,153.68,114.0,208,38,high,9,2,799.08,398.44,697.0,106.61,23.65,216.77,2024,5
3,89,1586,22:47:56,2024-05-04,23:21:56,33,34,89,999,6,6,1,999,999,11:00AM - 11:00PM,NO,NO,739.31,9.54,668.78,668.78,226,4,999,5,668.78,495.97,172.81,245,12,medium,11,3,256.26,461.64,321.0,189.2,22.97,219.33,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,611.0,250.0,5,19,Low,49,3,990.29007,703.1059497,0.0,287.1841203,13.04347826,337.8782,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,629.0,233.0,5,19,Low,49,3,973.067634,710.3393728,0.0,262.7282612,13.27433628,337.8782,2024,5
5,45,1586,14:13:24,2024-05-04,0:52:00,37,52,72,940,1,3,1,173,108,10:00AM - 10:00PM,YES,NO,1008.0,31.46,690.88,690.88,3715,3,304,5,690.88,424.41,266.47,133,9,high,7,3,753.51,547.9,0.0,205.61,13.3,253.17,2024,5
6,72,1586,13:55:00,2024-05-04,14:21:00,34,26,57,998,14,6,1,4,7,11:00AM - 11:00PM,YES,YES,1069.28,12.26,938.19,938.19,3232,2,999,5,938.19,705.54,232.65,118,12,low,11,1,1010.45,739.46,298.0,270.99,29.19,324.63,2024,5
3,91,1586,18:25:45,2024-05-04,19:10:45,38,45,91,999,1,1,1,999,999,11:00AM - 11:00PM,YES,YES,800.51,1.06,792.02,792.02,1363,1,998,3,0.0,462.31,329.71,99,16,high,14,2,266.69,371.89,431.0,228.87,23.99,170.35,2024,5
5,44,1586,3:43:52,2024-05-04,0:57:00,30,57,60,979,4,6,1,182,168,10:00AM - 10:00PM,NO,NO,1096.0,35.63,705.5,705.5,3356,6,612,5,705.5,495.51,209.99,123,4,low,7,1,771.76,511.68,0.0,260.08,27.16,182.83,2024,5
7,18,1586,12:16:00,2024-05-04,10:26:00,45,46,34,941,2,7,2,1,6,11:00AM - 11:00PM,YES,YES,260.83,12.36,228.59,228.59,3403,7,999,5,228.59,157.63,70.96,399,7,high,10,1,253.61,150.18,294.0,87.9,15.38,299.55,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,620.0,241.0,5,19,Low,49,3,990.29007,706.8087734,0.0,283.4812966,16.66666667,337.8782,2024,5
7,14,1586,13:58:00,2024-05-04,2:31:00,50,49,47,943,8,2,2,5,15,12:00PM - 2:00AM,YES,YES,405.69,15.93,341.06,341.06,3331,2,999,1,341.06,202.67,138.39,242,5,low,23,2,341.34,216.97,320.0,176.52,24.88,479.45,2024,5
5,43,1586,11:57:36,2024-05-04,0:56:00,49,56,66,913,7,3,1,172,166,10:00AM - 10:00PM,NO,NO,964.0,26.91,704.59,704.59,3823,3,152,5,704.59,557.04,147.55,164,7,high,10,1,669.92,501.31,0.0,168.61,25.69,121.86,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,646.0,215.0,5,19,Low,49,3,981.678852,710.425485,0.0,271.253367,16.36363636,337.8782,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,663.0,198.0,5,19,Low,49,3,981.678852,749.2620782,0.0,232.4167738,15.92920354,337.8782,2024,5
7,17,1586,6:56:00,2024-05-04,18:36:00,45,51,83,928,10,6,2,8,1,11:00AM - 11:00PM,YES,YES,507.13,30.17,354.13,354.13,3238,6,999,5,354.13,246.92,107.21,236,0,low,15,1,376.74,270.19,255.0,135.12,23.61,461.34,2024,5
5,42,1586,3:02:07,2024-05-04,0:36:00,53,36,82,923,8,2,1,158,179,10:00AM - 10:00PM,YES,YES,828.0,28.06,595.66,595.66,3887,2,15,4,0.0,435.53,160.13,294,2,low,20,2,586.61,424.05,0.0,162.56,29.47,130.66,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,672.0,189.0,5,19,Low,49,3,947.23398,738.8425044,0.0,208.3914756,16.36363636,337.8782,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,689.0,172.0,5,19,Low,49,3,990.29007,792.232056,0.0,198.058014,13.91304348,337.8782,2024,5
3,90,1586,11:11:08,2024-05-04,11:53:08,59,42,90,999,11,5,1,999,999,11:00AM - 11:00PM,NO,YES,560.79,18.22,458.61,458.61,188,5,998,5,458.61,294.03,164.58,148,11,high,6,1,647.24,355.68,642.0,115.39,29.27,118.32,2024,5
5,42,1586,22:11:05,2024-05-04,0:36:00,51,36,44,923,8,6,1,173,151,10:00AM - 10:00PM,YES,YES,865.0,28.91,614.93,614.93,3510,6,186,5,614.93,397.82,217.11,254,9,high,6,3,640.47,478.12,0.0,162.35,13.59,203.52,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,663.0,198.0,5,19,Low,49,3,955.845198,762.5233539,0.0,193.3218441,15.65217391,337.8782,2024,5
5,44,1586,21:34:43,2024-05-04,0:35:00,54,35,42,950,4,2,1,117,143,10:00AM - 10:00PM,YES,YES,751.0,19.33,605.83,605.83,3202,2,70,4,0.0,470.46,135.37,170,10,low,17,1,653.19,457.18,0.0,196.01,13.02,122.35,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,611.0,250.0,5,19,Low,49,3,981.678852,672.5361258,0.0,309.1427262,14.54545455,337.8782,2024,5
6,65,1586,2:09:00,2024-05-04,3:00:00,54,51,83,994,1,6,1,5,9,11:00AM - 11:00PM,YES,YES,327.59,19.52,263.64,263.64,751,1,999,5,263.64,189.4,74.24,58,0,low,19,1,262.62,204.27,228.0,58.35,24.42,151.34,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,629.0,233.0,5,19,Low,49,3,955.845198,710.3393728,0.0,245.5058252,15.04424779,337.8782,2024,5
3,91,1586,0:38:43,2024-05-04,1:21:43,38,43,91,999,1,3,1,999,999,11:00AM - 11:00PM,NO,NO,845.29,5.51,798.71,798.71,560,1,998,5,798.71,488.64,310.07,70,28,low,20,3,554.54,310.51,531.0,214.51,7.14,204.36,2024,5
5,43,1586,2:42:27,2024-05-04,0:20:00,43,20,15,960,7,1,1,157,170,10:00AM - 10:00PM,NO,NO,766.0,24.88,575.42,575.42,3542,1,519,3,0.0,389.51,185.91,100,7,medium,14,3,608.16,403.97,0.0,204.19,10.24,175.67,2024,5
5,44,1586,0:19:19,2024-05-04,0:30:00,39,30,79,979,4,7,1,121,173,10:00AM - 10:00PM,NO,YES,859.0,22.19,668.39,668.39,3850,7,195,5,668.39,505.47,162.92,69,2,medium,5,3,689.81,476.46,0.0,213.35,24.42,138.5,2024,5
6,69,1586,9:02:00,2024-05-04,9:58:00,49,56,62,961,4,6,1,4,6,11:00AM - 11:00PM,YES,YES,390.19,8.42,357.34,357.34,879,5,999,5,357.34,251.81,105.53,37,13,medium,8,1,364.65,266.47,121.0,98.18,17.22,155.0,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,646.0,215.0,5,19,Low,49,3,981.678852,729.8007255,0.0,251.8781265,17.69911504,337.8782,2024,5
3,91,1586,20:00:06,2024-05-04,20:32:06,55,32,91,999,1,2,1,999,999,11:00AM - 11:00PM,NO,YES,240.89,6.58,225.04,225.04,433,1,998,3,0.0,128.6,96.44,235,37,medium,23,3,835.36,345.33,355.0,77.32,7.44,251.33,2024,5
3,90,1586,6:21:00,2024-05-04,7:19:00,42,58,90,999,11,2,1,999,999,11:00AM - 11:00PM,NO,NO,610.61,11.41,540.94,540.94,1549,3,999,1,0.0,431.18,109.76,126,14,low,16,3,305.35,316.76,604.0,240.43,7.14,169.28,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,680.0,181.0,5,19,Low,49,3,973.067634,761.9205686,0.0,211.1470654,15.17857143,337.8782,2024,5
3,89,1586,10:02:09,2024-05-04,10:29:09,27,27,89,999,6,1,1,999,999,11:00AM - 11:00PM,YES,YES,641.94,32.77,431.58,431.58,176,1,998,4,0.0,350.08,81.5,182,2,medium,22,3,671.97,171.9,679.0,58.85,22.56,197.16,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,663.0,198.0,5,19,Low,49,3,947.23398,729.3701646,0.0,217.8638154,17.27272727,337.8782,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,646.0,215.0,5,19,Low,49,3,990.29007,710.425485,0.0,279.864585,15.45454545,337.8782,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,629.0,233.0,5,19,Low,49,3,947.23398,722.9117511,0.0,224.3222289,13.91304348,337.8782,2024,5
24,36,1220,11:58:12,2024-05-04,12:34:12,36,36,20,20,17,7,1,6,4,12:00PM - 2:00AM,Yes,Yes,1199.0,28.18,861.0,861.0,21,7,2,5,861.0,611.0,250.0,5,19,Low,49,3,981.678852,684.7640554,0.0,296.9147966,13.39285714,337.8782,2024,5
6,65,1586,4:21:00,2024-05-04,5:02:00,31,41,54,977,1,6,1,1,8,11:00AM - 11:00PM,YES,YES,1164.24,27.07,849.08,849.08,810,4,999,5,849.08,567.43,281.65,229,11,low,12,1,910.36,593.89,280.0,316.47,27.01,372.39,2024,5
3,91,1586,13:02:45,2024-05-04,13:38:45,39,36,91,999,1,6,1,999,999,11:00AM - 11:00PM,NO,NO,470.17,30.46,326.96,326.96,1842,3,999,5,326.96,169.92,157.04,41,6,low,19,1,840.57,356.48,398.0,104.85,42.1,258.4,2024,5
